discussion_title,discussion_link,discussion
Roaccutane Severely damaged lips ,https://patient.info/forums/discuss/roaccutane-severely-damaged-lips-524357,"**Extremely sore lips**I have been on Roaccutane twice (April - October 2015 (40mg) & May - June 2016 (80mg)). I stopped taking the tablets In June 2016 for two reasons; my skin was clearing up and secondly because my lips were becoming unbearable with the pain that my dermatologist recommended. The problem started after I stopped my first cycle back in October 2015, the skin on my lips were more dry than usual and would easily fall off if they got damp but I was able to maintain them if I constantly moisturized and didn't bite them. As the months went on I noticed they were getting worse, the skin was weaker and more of it was coming off so I visited my Dermatologist who advised me to use Bepathen. So I tried that and it didn't work so I tried different balms like beeswax and natural honey. I saw some improvements but if I took a shower skin would fall off and I would just go back to square one so I just started to ignore it and get on with my life. When I noticed my acne was getting really bad in March this year, even worse than the first time I was prescribed In April 2015, I started taking roaccutane again and that's when my lips got severe. My lips were already fragile so the tablets on top made my lips even worse; the skin is extremely raw with burning sensation that is unbearable at times. It's mainly in the center of my lips, top and bottom where the skin constantly peels off from the contact of water and food resulting in a weeping residue which then turns into a thin white layer over the lips. No matter how gentle I apply balms the skin instantly comes off; it feels like the wound is deeper as if more layers of skin has come off. I obviously made a stupid mistake by upping my dose from 40mg to 80mg without my dermatologists consent, I couldn't deal with the stress and anxiety that it caused me once before so I thought if I doubled the dosage it would heal quicker, which it seemed like it did but my lips paid the consequences. So it's been 3 weeks since I stopped accutane and my lips still won't heal and I don't understand why nothing is working I tried many products; Hydrocortison 0.5%, clotrimazole 2.0%, Vaseline, beeswax, Honey etc. My dermatologist assured me I don't have a fungal, bacteria infection or an allergic reaction but I know that this is not normal. I would like to know if anyone has any suggestions with creams (steroid's) I should try with dietary recommendations? I do eat well with a balanced diet and vitamin supplements but my immune system isn't the best. My lips are covered in Vaseline and Hydrocortison 0.5% so I can't take a photo right now - apologies. I really need help, I feel so uncomfortable to leave my house as I suffer from anxiety. Thank you for reading"
"Information on the causes of acne, and what treatments are available - includes home remedies",https://patient.info/forums/discuss/information-on-the-causes-of-acne-and-what-treatments-are-available-includes-home-remedies-645338,"Remedies For A Smoother Skin. Do you have acne ? Acne maybe the scourge of adolescent years, but it can follow people into middle age and beyond. Acne is really a catchall term for a variety of symptoms such as pimples, whiteheads, and blackheads. It's a condition where the pores of skin become clogged and the person gets inflamed and non-inflamed lesions. So what's the cause of all the clogging ?...... Heredity - at least for the most part. Acne is genetic - it tends to run in families, it is an inherited defect of your pores. If both your parents had acne, three out of four of your brothers and sisters will get it too. Factors that can aggravate an acne outbreak are :- Stress, sun exposure, seasonal changes, and climate can all precipitate an acne attack. Certain types of makeup and taking birth control pills can also cause a breakout. Change Your Make-up In adult women, make-up is the major factor in acne outbreaks, especially oil based products. It's the oil that causes the problem. The oil is usually a derivative of fatty acids that are more potent than your own fatty acids. Use a non-oil-based make-up if you are prone to acne. Read The labels. Cosmetic products that contain lanolins, isopropyl myristate, sodium lauryl sulphate, laureth-4 and D & C red dyes should be avoided. Like oil, these ingredients are too rich for the skin. Wash Properly. Wash your make-up off thoroughly every night. Use a mild soap twice a day and make sure you rinse the soap entirely off your face. Rinse six or seven times with fresh water. Use Less Make-up. Whatever make-up you use, try to cut down on the amount you put on. Leave Well Alone. Don't squeeze pimples or whiteheads. A pimple is an inflammation, and you could add to the inflammation by squeezing it, which could lead to an infection. A pimple will always go away in one to four weeks if you leave them alone. Know When To Squeeze. Most pimples are best left alone, but there is one kind that you can squeeze to help get rid of it. If the pimple has a little central yellow pus head in it, then a gentle squeeze will make it pop open very nicely. Once the pus pops out, the pimple will heal more quickly. Attack Blackheads. You can also get rid of blackheads by squeezing them. A blackhead is a very blocked pore, and a gentle squeeze will help rectifty this. Give Dry Skin Extra Care. Dry skin can be sensitive to some over the counter skin treatments, so please use these treatments with care. Start with the lower strength products first, and then increase the concentration slowly. Stay Out Of The Sun. Acne medications may cause adverse reactions to the sun, so minimize you exposure until you know what the reactions going to be. Use One Treatment At A Time. Don't mix treatments, use only one at a time because they may cause an adverse reaction if mixed together. Stop The Spread Of Acne. Apply acne medication about half an inch around the affected area, to help keep the acne from spreading. Acne moves across the face from the nose to the ear, so you need to treat beyond the inflamed area. Most people make the mistake of treating only the pimples and not the outlaying areas of skin. This is wrong. If you are an acne sufferer, then I trust this information will be very helpful to you. Thanks for reading my article.Moderator comment: I have removed the link(s) directing to site(s) unsuitable for inclusion in the forums. If users want this information please use the Private Message service to request the details."
I have red pimple on my legs,https://patient.info/forums/discuss/i-have-red-pimple-on-my-legs-636756,"Hello guys, I always have a lot of red pimples on my legs. I could say that 70% of my legs are with red pimples and I don't know if its normal and what I should do to help it!! Can someone help me ? Thank you !! "
How do I resist the temptation to pop and scratch my pimples? ,https://patient.info/forums/discuss/how-do-i-resist-the-temptation-to-pop-and-scratch-my-pimples--638999,I am suffering from acne for 6 years and counting. Popping pimples and scratching zits has caused lots of scars and spots on my face. I am an Indian and want help.
"severe acne and scars, need suggestions.",https://patient.info/forums/discuss/severe-acne-and-scars-need-suggestions--487397,"Acne is been there for many years. I had taken on and off treatmetns , but not controlled. Now I am in my 30s. Still acne continues. Now I want get it treated throughly. Also got Acne scars (got ice pick scars).Need suggestion1) Should the acne scars be treated first (or) acne (or) together2) Suggest good clinic in the LondonMany thanks in advance "
Can I use zinc supplement if I'm teen for acne,https://patient.info/forums/discuss/can-i-use-zinc-supplement-if-i-m-teen-for-acne-642805,Guys I recently bought Pfizer zinc supplement of 22mg which eliminates stress and anxiety and I also read on few articles that it can help my acne and anxiety which I feel everyday for not a big reason. I already ate one tablet and really scared so the help will be appreciated
Could I Go on Accutane?,https://patient.info/forums/discuss/could-i-go-on-accutane--642606,"hello, i’m 14 years old and i’ve had acne since i was about 11. its always had a huge effect on my self confidence and so eventually i went to a dermatologist to try to get rid of it. i was prescribed doxycycline and my cystic acne went away but i still had hormonal acne on my face, chest, and back. i was on doxycycline for about a year and was also prescribed tretinion gel which i had to stop using because it made my face so dry. i switched dematologists because my cystic acne was coming back and got a prescription for azithromycin and a gel that was a mixture of tretinion and clyndamycin. i’ve also been using a face wash and a body wash with benzoly peroxide that my dermatologist recommended. after about two months of following the exact skincare routine i was given by my dermatologist i still have pretty bad hormonal acne as well as mild cystic acne. at my appointment the doctor brought up accuntane but said it was more of a last resort treatment. while my acne isn’t awful i’m definitely not happy with how much i still have considering i have a pretty intensive skincare routine, and i was wondering whether my dermatologist would prescribe me accutane. although my acne isn’t severe it makes me really self conscious and every review i’ve seen of accutane says that it for the most part gets rid of acne almost permanently, and i definitely don’t want to take a pill everyday for the next several years just to keep it under control. do they really only give it as a last resort or do you think they would give it to me for moderate acne?hello, i’m 14 years old and i’ve had acne since i was about 11. its always had a huge effect on my self confidence and so eventually i went to a dermatologist to try to get rid of it. i was prescribed doxycycline and my cystic acne went away but i still had hormonal acne on my face, chest, and back. i was on doxycycline for about a year and was also prescribed tretinion gel which i had to stop using because it made my face so dry. i switched dematologists because my cystic acne was coming back and got a prescription for azithromycin and a gel that was a mixture of tretinion and clyndamycin. i’ve also been using a face wash and a body wash with benzoly peroxide that my dermatologist recommended. after about two months of following the exact skincare routine i was given by my dermatologist i still have pretty bad hormonal acne as well as mild cystic acne. at my appointment the doctor brought up accuntane but said it was more of a last resort treatment. while my acne isn’t awful i’m definitely not happy with how much i still have considering i have a pretty intensive skincare routine, and i was wondering whether my dermatologist would prescribe me accutane. although my acne isn’t severe it makes me really self conscious and every review i’ve seen of accutane says that it for the most part gets rid of acne almost permanently, and i definitely don’t want to take a pill everyday for the next several years just to keep it under control. do they really only give it as a last resort or do you think they would give it to me for moderate acne?"
Acne all over,https://patient.info/forums/discuss/acne-all-over-640246,"So.. I'm 16, and I've had really bad acne ever since puberty. Around 12, if I'm not mistaken. I think it's hereditary, since my older brother (4 years older than me) and my older cousin (<1 year older than me) have the same symptoms. The acne spreads to the face, neck, shoulders, arms (up until the elbow, some beyond it), chest (more prominent in the upper chest), and back (all over). In some instances, it reaches until the buttocks. I wouldn't say I have a healthy lifestyle, as in the past years I have been somewhat an insomniac (sleeping around 11-3, sometimes 4, sometimes never), and almost never eat fruit, mostly eating burgers, fries, typical stuff, but I stay away from junk food (chips). I live in the Philippines, so there's the idea of the climate. And we've tried using products such as sulfur soap, face cleansing liquids that are applied with cotton, and face wash (if that's what it's called?). I haven't tried going to an actual dermatologist or a clinic of sorts to actually 'cleanse', but it's within the options. Are there any ways to rid this? All options and opinions are welcome.(I know it's off-topic, but I'm slightly dark-toned and want to lighten my skin. I don't really know which group that goes to, can you guys tell me? Much appreciated.)"
Preventing Acne scars,https://patient.info/forums/discuss/preventing-acne-scars-610119,So I get cystic acne a lot and after it drains it always leaves a scar that looks like active acne and is red or pinkish. I heard ice is supposed to help acne and I wanted to ask if I could pat my skin with an ice cube after draining the cyst to prevent it from scarring completely? Someine Please do reply thank you.
"extremely painful back, chest, and face acne",https://patient.info/forums/discuss/extremely-painful-back-chest-and-face-acne-636122,"I am 18 and about a year or so ago I started to form bad acne on my face. After a few months of this, which I was able to live with, but still was sort of self conscious, I started to get small amounts of acne on my back and chest, and it slowly got worse. After about a year of this I started accutane, I had read places and heard from the doctor that it will get worse before it gets better. During the first month, my face, chest and back did start getting worse, but now I am into the second months and my chest and back are completely covered in cycts and pimples. There are scabs everywhere, everytime I move I'm in excruciating pain, and bleed like crazy in my sleep. A friend told be vasaline could help stop acne from forming so I started putting that on my face, chest and back before I go to sleep. I shower every morning and where clean cloths before bed. What can I do to at least manage the awful pain while the accutane takes it coarse, and am I doing this right? Thanks,Devin"
Spots on skin ,https://patient.info/forums/discuss/spots-on-skin-593880,"I have some red spots on my skin, not too many, there are like 3 or four at my left arm and 2 on my other and about 5 on my chest. They are Red but not like pimples. What it could be? "
Yasmin for acne,https://patient.info/forums/discuss/yasmin-for-acne-606271,"Hi guys,So I've suffered with acne since I've been about 13/14 (currently 18) and have been on tons of different antibiotics and used tons of creams etc. Last year I went on dianette and although it cleared up my acne after about 3 months, I had to come off it due to side effects. I was wondering if I tried Yasmin it would be any different? Anyone had luck with this pill? Hi guys,So I've suffered with acne since I've been about 13/14 (currently 18) and have been on tons of different antibiotics and used tons of creams etc. Last year I went on dianette and although it cleared up my acne after about 3 months, I had to come off it due to side effects. I was wondering if I tried Yasmin it would be any different? Anyone had luck with this pill? "
how to get rid of dark spots please help ,https://patient.info/forums/discuss/how-to-get-rid-of-dark-spots-please-help-568541,"So basically I've been suffering from acne for about 5 years now and it's really depressing because I've tried every medications and many check ups but nothing helps me,but then last year i used this Asian cream both day and night cream,the night cream works better,reduced my acne and dark spots in just a week any my skin became better and so i had sex with my boyfriend without condom two times so i had to take i-pill (twice) and omg it made my skin so bad,lots of pimples came out leaving really really dark spots all over my face(i usually get acne only on my t zone) went for chemical peel but it was useless just wasted my money in it,i really don't know what to do now,please help? So basically I've been suffering from acne for about 5 years now and it's really depressing because I've tried every medications and many check ups but nothing helps me,but then last year i used this Asian cream both day and night cream,the night cream works better,reduced my acne and dark spots in just a week any my skin became better and so i had sex with my boyfriend without condom two times so i had to take i-pill (twice) and omg it made my skin so bad,lots of pimples came out leaving really really dark spots all over my face(i usually get acne only on my t zone) went for chemical peel but it was useless just wasted my money in it,i really don't know what to do now,please help? "
Scalp acne,https://patient.info/forums/discuss/scalp-acne-626431,"Hi, and thank you for any responds or hopefully help If I will see! So basically I'm going to be 19 in few months and from 12 I became poor kid with acne. Of course it began with few white pimples and then the massacre began all the s**t for years and years... Never really had on my chicks but mostly on my forehead, nose and lips area and my upper neck area where my ears are, and then back. My family was always on the natural stuff, so we were trying to solve it with aloes and other stuff. It didn't really helped me a lot, so I decided to go with medication prescribed by my doctors, something that just wasted money and time and stress and overall hope. I decided to just wait it out until It will go out ""nature way"" and just grow out of it, until one day I got itchiness in my scalp, when I was around 17. I don't really know what was it, first I was like I got infection from my visit from barber, when I was getting hair cut. But I took it as some dandruff or something, or just some fungus infection that will last most of 2 weeks. After 2 weeks it didn't stop (during that time I already visited dermatologist and he prescribed me tons of dandruff shampoos which didn't really helped me) and then my acne came along with it, white pimples and then hair loss. Next doctors said it's caused with my acne problem and blablablabla, so I got prescribed some next light drugs which didn't help me, and just made me feel even more bad. I was always against doctors because I feel they are like robots prescribing what the system thell them, and never really investigate what kind of scalp problem I have. They would investigate 20secs and say take this drug for 6 months and see me after that if it got better. So here I am for people with good heart, to help me solve this problem. I would like to mention that I'm on strict diet for 3 years, no fast food / sugar / no sweet any soda nothing. Just vegetables sometimes diary breed and honey and I cut off coffee and just drink tea occasionally. Acne made me have a really healthy lifestyle which helped me get rid of most face acne and back but my scalp is getting worse and worse and I don't think I can get any help from my doctors."
Help: Skin problem: red spots in face for 6 months,https://patient.info/forums/discuss/help-skin-problem-red-spots-in-face-for-6-months-629725,"I have red spots (like acne or something) for 6 months on the same spot in the face.I just looks like it's spot of inflammation maybe? Tried aloe veranda, lemon, eye drop. No effect.I don't put soap in my face or anything like that.Please advice if possible.I have red spots (like acne or something) for 6 months on the same spot in the face.I just looks like it's spot of inflammation maybe? Tried aloe veranda, lemon, eye drop. No effect.I don't put soap in my face or anything like that.Please advice if possible."
break outs on my face-recenly and on my back and chest for months.,https://patient.info/forums/discuss/break-outs-on-my-face-recenly-and-on-my-back-and-chest-for-months--616779,"im getting depressed day by day,because of my break outs on my face recently...i have a clear,fair skin but due to the stress that ive had recently...im having this moderate acne on my face...my dermatologist suggested me to start my accutane...but i have this fear of side effects."
34yrs old woman suddenly last year developed acne ,https://patient.info/forums/discuss/34yrs-old-woman-suddenly-last-year-developed-acne-627577,Never suffferd with acne before but last year my skin has been terrible large blackheads and boils with skin combination of oily and flaky tried many fash washes but nothing seems to help 
Isotretinoin/ Accutane support,https://patient.info/forums/discuss/isotretinoin-accutane-support-622195,"Hi everyone,Another isotretinoin chat. Well it's a big deal and if you're anything like me you must have spent hours upon hours on Google trying to find out as much as possible about it and what to expect. I've seen some people really support each other through the good and the bad times in their 6 months journeys on accutane in old forums online so I'm hoping someone out there has started more or less now like me and wants to share worries and successes. I am just finishing my first week on 20mg. I'm one of the lucky ones; I only have mild acne on my face but it's a persistent fckr! I also have HS (hidradrenitis suppurativa- which manifests itself every year or so in a lovely huge abscess that has to be incised and drained) so the idea was to kill both these ugly birds with the nuclear option. I am sure wars have been started on less preparation than mine about this treatment. Have all my vitamin E and B, non comedogenic but hydrating moisturisers and mild washes and lip balms and even a special nivea lip balm shaved down just to fit inside my nostrils as I can't be getting nose bleeds! My own nose balm! All a bit much right? I know. I'm just freaking out a little given the gazillion side effects and the fact that my few spots here or there don't justify just a drastic measure. But I have genuinely tried everything else including antibiotics and treclin more recently. And as I said, this should get rid of the HS too.So, first week in and so far, so good. No symptoms yet. No breakouts either. Currently using -Vitamin E and B12-Simple Face Wash-Simple hydrating non comedogenic moisturiser -Aussie 3 minute miracle conditioner On standby for the dryness to come-Elizabeth Arden 8hr cream-Neutrogena hand cream-Pure argan oil for the scalp -Eucerin (Aquaphor) Skin Balm -Aforementioned special nivea nose balm I'll end it here tonight. Please do write and let's share experiences. If it does get rough we can support each other. Hugs, B"
Acne rosacea - large cyst,https://patient.info/forums/discuss/acne-rosacea-large-cyst-619944,"Hello, I have never done this before but wondered if anyone could help with any advice regarding Acne rosacea, and very large lumps (?cyst). I have had rosacea on my nose for 10 years. I am 28. I have come to terms with this and deal with covering this pretty well now. However lately I have had a problem with very large deep rooted spots (?cysts) for the past 4 months. These started on one cheek and have now spread to the other cheek. It is impossible to cover these, the biggest being the size of a £1 coin in diameter and it very raised. I have tried all sorts to sort these out and currently have a prescription for Skinoren from my GP. My issue is that these are very hot, painful and are affecting my confidence a lot.The biggest issue is that my GP won't prescribe antibiotics for these as I am currently trying to have children and am off birth control. We have been trying for 18 month to no avail but I don't want to go back on birth control as feel this is a backwards step. I am currently taking vitamins and putting ice on these to try and calm down the hotness. Any advice of help would be greatly received.Thank you,Katie"
Pimple and Acne Problems,https://patient.info/forums/discuss/pimple-and-acne-problems-387519,"Hi. I am a 14 year old girl and I am having pimple problems. I get bullied a lot at school because of this. My mom said that it’s normal for teenagers like me to get pimples, but in my case, I don’t think it is anymore. Pimples are everywhere in my face. I even get them on my back sometimes. My friends are using a product that helps with pimples and told me to go ahead and try it. But when I asked my parents about it, they didn’t allow me and told me that the product may make the situation worse. They told me to go natural, but I don’t have a clue on what to do and how to do it. Please help me. "
I’m depressed help,https://patient.info/forums/discuss/i-m-depressed-help-615076,"I need some help, I am very depressed about my skin. It’s flared up massively and I have giant holes in my forehead with oozing green fluid, I have dermatologist who is useless and doctors on Monday, I stupidly bought a acid peel thing and used that to try and try it up but now my skin is very sore and very tight but not peeling yet please help I’m ruining my face"
I have a boil on penis shaft ,https://patient.info/forums/discuss/i-have-a-boil-on-penis-shaft-615629,I am 17 year old boy .there is a red colour boil on penis shaft. I observed it on 10-10-2017 at evening after returning from college.Due to that it pains in penis once or twice in a day. It is not too big . Yu can say a bit bigger than smaller one. It is on the penis near where the penis ends or appears to come out. Please suggest me a proper treatment . I am very afraid.
How To Prevent Acne/Pimples?,https://patient.info/forums/discuss/how-to-prevent-acne-pimples--490476,"Anyone can use this product! Solvaderm Zeroblem removes skin damage cells that causes acne. It has an healing effect, a maximum strength with many benefits. And will prevent new blemishes from developing. Apply this product before bedtime for best results. "
"Problem with Acne and scars, and no solution so far.",https://patient.info/forums/discuss/problem-with-acne-and-scars-and-no-solution-so-far--607453,"Hi,I'm a M-27, and have been having acne since I was 16-18 or around that age. My acne got better since my age progressed, but I always use to get pimples/acne after guy-activities. Recently, my acne has gotten really bad. And it's been like this for about a year now. It's really frustrating to meet new people, or to go out.Most of it are the acne scars, and I've no clue how to get rid of it. I've it mostly on my forehead. Have a look, and do let me know, if you might've an idea, as to how to get rid of it."
Red spots,https://patient.info/forums/discuss/red-spots-592462,I got 3 red spots(one each on both legs) and 1 on hand which itches only when you touch it. It has become a red scar like thing and is easily visible. I want to know what is it. Please help i m concerned
acne scarring,https://patient.info/forums/discuss/acne-scarring-597155,"My beautiful daughter is 25 and has had problems with acne for many years. she has had 3 series of treatments with roacutane which have, mainly, been successful. She is however left with scarring which really upsets her. can anyone advise on treatment that REALLY works please? thank you"
Effects of Micro-circulation on Acne?,https://patient.info/forums/discuss/effects-of-micro-circulation-on-acne--606822,Has anybody ever tried using micro circulation therapy by a transdermal method to help with acne issues? I would love to hear your experiences.
Roaccutane; What's your story?,https://patient.info/forums/discuss/roaccutane-what-s-your-story--258666,"My Story (so far); Acne has never been extremely crippling for me, but I've always been cautious about it. Nothing really worked to get rid of it.So I had a meeting with my Doctor a while back and they recommened Roaccutane. I started off on 30mg tablets, every day for 3 months and as each day went past, I started seeing faster and faster results. I am now onto 60mg tablets (highest dosage possible) and I'm on this course for a further 3 months. As of today, I have little over a month left before I complete my Roaccutane for good.Roaccutane (for me) has been life-changing. There has been zero side effects what so ever. No mood swings, no nose bleeds, no liver failure, no high blood readings. no itching, no abdominal pain. Literall. Nothing. I took my display picture. 2 days ago. I am officially, clear. I'd love to hear your story, your thoughts on Roaccutane etc. Feel free to share yours.I'd love to here from my fellow 'Roaccutaners'Sips. "
Roaccutane muscle and joint aches,https://patient.info/forums/discuss/roaccutane-muscle-and-joint-aches-259636,HiHow are people finding the joint and muscle aching?Says 1 in 10 people get it. I'm really aching.Anyone got any tips? Thinking hot yoga just to keep moving and stretching...I also have a fantastic moisturiser so no dry face if anyone is interested 
Roaccutane/accutane side effects: muscle pains,https://patient.info/forums/discuss/roaccutane-accutane-side-effects-muscle-pains-604902,"Greetings, my 23-yr-old girlfriend is on 20mg roaccutane a day and is on week 40 of a year-long course. Her teenage experiences of acne have serverely undermined her confidence and she's determined to see the course thru. However, she has such terrible pain in her joints and her legs generally as a side-effect that 2 days at work as hairdresser leaves her near-crippled for days afterwards, crawling around the flat on her bum and in agony after a 10-min walk to shops and back. She's neglected to tell her dermo and doctor the severity of these side-effects for fear of being refused the remainder of her course. I know these particular side-effects are supposed to be common, but are they meant to be this immobilising? What advice should I give her? Any answers very gratefully received. Greetings, my 23-yr-old girlfriend is on 20mg roaccutane a day and is on week 40 of a year-long course. Her teenage experiences of acne have serverely undermined her confidence and she's determined to see the course thru. However, she has such terrible pain in her joints and her legs generally as a side-effect that 2 days at work as hairdresser leaves her near-crippled for days afterwards, crawling around the flat on her bum and in agony after a 10-min walk to shops and back. She's neglected to tell her dermo and doctor the severity of these side-effects for fear of being refused the remainder of her course. I know these particular side-effects are supposed to be common, but are they meant to be this immobilising? What advice should I give her? Any answers very gratefully received. "
Into my first week on roaccutane ...,https://patient.info/forums/discuss/into-my-first-week-on-roaccutane--361251,I'm going into my second week tomorrow on roaccutane. My face is red and tight/dry (also abit painful and itchy). Is this normal ? 
Acne/scars/PIH/dermatitis??,https://patient.info/forums/discuss/acne-scars-pih-dermatitis--590562,"I recently used epiduo on my face causing redness. However, as i healed i had a rash on my cheek. It was persistant in its shape so my GP said it was dermatitis. 30 days later it went from red to shiny pink to pink and has been that way for 6months. I have comedonal acne on top of this which makes me sure that if i had a chemical burn it would of burnt my acne? Right? Anyway my cheeks are pink from dermatitis & the comedonal acne appears like white bumps within the pink area. Best approach?I recently used epiduo on my face causing redness. However, as i healed i had a rash on my cheek. It was persistant in its shape so my GP said it was dermatitis. 30 days later it went from red to shiny pink to pink and has been that way for 6months. I have comedonal acne on top of this which makes me sure that if i had a chemical burn it would of burnt my acne? Right? Anyway my cheeks are pink from dermatitis & the comedonal acne appears like white bumps within the pink area. Best approach?"
Acne - hormonal acne in adult women and its cures?,https://patient.info/forums/discuss/acne-hormonal-acne-in-adult-women-and-its-cures--206398,"I’m a 35 year old Indian woman, and suffer from acne that keeps coming back. Here’s my history. I had mild to moderate acne in my teens, but into my twenties it got worse. I went to dermatologists who put me on antibiotics and creams and it turned into a vicious cycle. I got frustrated and tried Isotretinoin. I knew the rules, got my checks didn’t get pregers, and it was fine it worked. LOW dose isotretionoin. But not even a year later it was back – it was hit and try method for years later, sometimes my skin was tolerable and sometimes bad. I got married, it was a bad marriage. The added stress and sudden unexplained weight gain did not help. I tried diane – that resulted in no improvement but more weight gain. Isotretinoin take two – it worked again – I followed the rules and no side effects. The marriage broke eventually. The stress didn’t help and the weight was high. Isotretinoin take 3 – low low dose worked magically. No side effects I felt great. The weight also just dropped without that stress in the marriage.Now its (the acne) back again – and here’s my story. I’m attractive, I want to find love and be a mother. As the years went I didn’t focus on my body clock. Now I do not want take isotretinoin just for clear skin I don’t want to lose my chance on becoming a mother one day….because I’m on a vanity project!!!!. At the same time the acne needs to go. So here’s what I plan to do. Do the candida cleanse for three days. Apples and enema really ……I have eaten badly recently so I’m willing to give my all. I tried googling reviews etc and my head just got boggled but one thing that did pop out was that what I do get is hormonal acne. I have severe PMS and my acne almost always has been on the chin and jawline. I need serious reviews on estroblock – bottom line I cant google acne cures its mind boggling – I want to take this out from the root. Someone please help.PLEASE PLEASE help. "
Duac/benzoyl peroxide confusion,https://patient.info/forums/discuss/duac-benzoyl-peroxide-confusion-584855,"Hi, I'm a 21 year old male. Ive been using Duac Once Daily (Benzoyl Peroxide 5%, Clindamycin 1%) for years however these are the things I'm unsure about:1. Does it need to be stored in the fridge even after opening it? I always thought the pharmacy has to store it in a fridge and then after it's opened it can just be stored in any temperature below 25 degrees C so can be in a cupboard.2. Should it be washed off in the morning? I usually put it on and leave it on all night and day, wash it off at night before bed and apply it again. 3. If I get spots on my nose does any Duac need to put Duac on my nose too?4. I have bad and multiple hyperpigmentation marks, should I not use Duac/benzoyl peroxide then as I have heard it worsens and hyperpigmentation marks and makes then last longer?"
I want to take roaccutane but im afraid of it's side effects or of acne coming back afterwards! Help,https://patient.info/forums/discuss/i-want-to-take-roaccutane-but-im-afraid-of-it-s-side-effects-or-of-acne-coming-back-afterwards-help-270106,"Hello, im new in this page and im doing this from my phone but im really desperate and i need help. I am 15 years old and i want to take roaccutane. My mom tells me she doesnt want me to take it because she's afraid of the side effects but i am desperate for a solution. I do not have sever acne but im right there in the path to it. I have a lot of whitespots and everyweek two to five new HUGE pimples appear in my face and most of my face is red. I have tried everything and have wasted thousands of dollars in treatments, natural or not. I have even tried minocycline but it did not work on me! Im currently going to 10th grade and i have had acne since 7th grade!! My acne is starting to spread to my back and my chest and you can see some of it going for my arms too. I am bullied at school because of my acne and I have days I dont even want to go to school but I have never suffered of deppression or anything like it. I am the only one in my grade to have acne along with another girl so i want the quickest solution out there but Roaccutane seems very risky but I feel it has more pros than cons. Girls think that my acne is disgusting and that really kills my morale and I am even ashamed of being close to people or taking selfies. When i look myself in the mirror I hate my face so much!!! Should I take roaccutane?? I really want to but im looking for others opinions please help me!"
Don't know if scars! Please help!,https://patient.info/forums/discuss/don-t-know-if-scars-please-help--547842,In between my eyes there are what appear to be small holes leftover from acne that resemble enlarged pores. Are they scars? Will they go away? Is there a way to get rid of them?
Hair not oily,https://patient.info/forums/discuss/hair-not-oily-538539,Is anyone experiencing non oily hair? Usually after 3 days it's pretty oily but since a month of roacutane there is really a drastic reduction in oily hair. Anyone else? Is anyone experiencing non oily hair? Usually after 3 days it's pretty oily but since a month of roacutane there is really a drastic reduction in oily hair. Anyone else? 
Bad Skin From Acne,https://patient.info/forums/discuss/bad-skin-from-acne-520223,What are some ways I can have better skin. I have acne and it is hard to find any ointments becuase it triggers acne.
Small colorless bumps on forehead and chin,https://patient.info/forums/discuss/small-colorless-bumps-on-forehead-and-chin-532019,I am a female 16 year old and I have small bumps on my forehead and chin. They don't hurt but occasionally there will be a pimple. I've had them for almost four years now and I don't know how to get rid of them. I am a female 16 year old and I have small bumps on my forehead and chin. They don't hurt but occasionally there will be a pimple. I've had them for almost four years now and I don't know how to get rid of them. 
Private prescription of Roaccutane ,https://patient.info/forums/discuss/private-prescription-of-roaccutane-529339,"Morning all, I have privately being seeing a dermotoligist who has put me on Roaccutane. After one month initial trial I am about to get a course of 6 months however the cost privately is roughly £600 (weigh 95kg's). I was wondering does anyone know of online pharmacies which provide cheaper options then just going to my local boots? Thanks J"
Please help with my daughter,https://patient.info/forums/discuss/please-help-with-my-daughter-530503,"HiMy daughter is 17 and suffers from anxiety,she also suffers from acne. She has not left the house properly for well over a year, she won't go to shops or out with friends. So she is not working or college x we have tried to see a counsellor but we got half way there then she started shaking and crying so we has to turn round. I am so worried about her any medication for her skin she stops taking as she said it makes her feel sick even the pill to try and help her skin she stopped. She has not a had relationship as won't go out. Any help or advice will be truly appreciated I'm at my wits end.Thank youNicolaHiMy daughter is 17 and suffers from anxiety,she also suffers from acne. She has not left the house properly for well over a year, she won't go to shops or out with friends. So she is not working or college x we have tried to see a counsellor but we got half way there then she started shaking and crying so we has to turn round. I am so worried about her any medication for her skin she stops taking as she said it makes her feel sick even the pill to try and help her skin she stopped. She has not a had relationship as won't go out. Any help or advice will be truly appreciated I'm at my wits end.Thank youNicola"
Treclin gel- Tretinoin and clindamycin,https://patient.info/forums/discuss/treclin-gel-tretinoin-and-clindamycin-526811,Hi all.I've had pretty bad acne for about 3 years now. I've tried everything including accutane which I had to finish early because of bad side effects. At the moment I'm using treclin gel which is clindamycin and tretinoin. I've heard really great things about it but that there is a really bad initial breakout. I'm on the month mark and my skin is terrrrribble! Should I continue using it? Is this all part of the process? Thanks in advance!
Really bad acne,https://patient.info/forums/discuss/really-bad-acne-509062,Hey needing some advice for my anxiety I have had it about 2-3 years but the last year and a halve I've started getting it on my back and chest I've tried different antibiotics and diffiren gel but only seems to slightly improve it and I took the antibiotic for about 6 month. Does anyone have any tips? Thanks
