"label","discussion"
"Otitis Media","Hi everyone.Last night I started with some severe ear pain, a few hours later it burst. Blood and puss came out of my ear, and for the rest of the night puss continued to come out.I have been to the GP this morning and she had given me some antibiotics.The problem is, I am travelling to Greece on Monday, and she said she couldn't confirm if I will be able to fly.I have to go back on Saturday for her to check how the infection is clearing up.I'm anyone's precious expierenxe, has an ear infection and burst ear drum stopped people flying?And what would be the reason it stopped me? Would it be the pain?Other questions I have would be when will I start to feel normal again and when will the pain ease, because I can't see me enjoying a holiday while feeling like this.I have 4 days to get better, including today. Any help would be amazing! I'm very worried. "
"Otitis Media","I woke up 5 hours ago and my right ear had a ringing bell noise and also seems blocked, after taking a further nap the problem consists and there is no pain,, very similar in having water in it, I havnt been swimming also no water has entered my ear canal. would anyone know what this is?"
"Otitis Media","So I won't describe my story in length (unless anyone wants me to) but basically I have a perforated eardrum from a grommet that I had 6 years before it arose.I've had another grommet since, only for it to do basically next to nothing. This was almost 4 years ago. There was a scare two appointments ago (eardrum collapsing or something?) which I had to have a CT scan for (which came back fine).After the scare they suggested me having another operation but when the CT scan came back fine they said it was up to me.I'm struggling to make a decision. The original reason why I got referred to ENT was because the perforated eardrum was causing constant ear infections which nothing seemed to stop (various medications were tried). I haven't had any ear infections since but I have on and off ear pain every week, and this Autumn/winter was particularly worse as I went half deaf in the bad ear several times and had the blocked up changing pressure water feeling in my ear for a few days once or twice.I don't see it making much difference now (I can put up with the pain) but my worry is that if I don't have the operation then the problem will come back because I didn't do anything to stop it (which is what is happening to my grandmother now, 20-30 years later)"
"Otitis Media","It is day four after the op. I now have a very very loud ""heartbeat"" sound constantly in my ear now, can't sleep and it is like a brum beating. Anyone else had this?"
"Otitis Media","HiIve had pain inside both of my ears now for a good couple of weeks.  It's deep inside and jst in front of them both.It's giving me a daily headache.My GP has looked inside my ears and they look fine.Any ideas?  xx"
"Otitis Media","About a month ago I got sick and my ear clogged really badly. Didn't think much of it initally, but after a while I went to an ENT and also had an audiogram done because I was scared I was suffering from hearing loss. The audiotest was perfect, showed no hearing loss in either ear, also I had no fluid in my ear and that my eustachian tube is working properly.Yet my ear still feels almost exactly the same and hasn't gotten much better at all. I can hear voices and talk on the phone fine from that ear, but my left ear is picking up more sound than my right ear is. Also I get a weird tingling sensation on the actual ear itself multiple times a day. I also had ringing in that ear, but it's mostly gone away.The ENT said it could take a couple months to fully recover, but i'm scared because I have seen barley any improvement. Does anyone know what the problem could be? This has been destroying my concentration and making my life miserable lately. I'm hoping this isn't permanent."
"Otitis Media","Hi, I went to my doctors 3 weeks ago because I was feeling dizzy and had nausea, and the doctor said I had Labyrinthitis which is an inner ear infection. About 2 weeks into it I started having a ringing in my ear which has gone on for like a week now, I'd give it about a 6/10 on loudness. I was wondering if the ringing will go away or is it permanent now because I've started to get worried about it. Thank you"
"Otitis Media","Hi. I have posted here before and someone suggested that I have ETD, judging by my symptoms. I then googled ETD and all of my symtpoms match (constantly blocked ears, severe pain during landing on a plane, a need to swallow in order to hear, random pain in ears and surrounding bones etc.). It all started around 3 years ago after an ear infection and has made my life very uncomfortable. I also have constant mucus build up in my nose and throat, which suggests an allergy. When I eat spicy food, especially raw chilli, my nose drains and my ears pop, which results in me regaining a perfect hearing.I went to see a private ENT the other day and he diagnosed me with Otosclerosis. He performed an audiometry, which showed that I have a sudden drop in hearing at the mid frequency range in both ears. Right ear goes down to 30 dB at 1.5k Hz and gradually increases from 30 dB to 10 dB between 2k and 6k (perfect at the lows and very tops). Left ear is at 15 dB from 125-500 Hz, 40 dB at 1.5k-3k Hz and 15 dB at 4k-6k Hz (never perfect, but best at very top, and better at the lows). The doctor didn't perform any further tests and automatically concluded that I have Otosclerosis.However, I know it doesn't fully add up. 1.) Otosclerosis does not normally cause any pain, and I often experience pain in both ears. 2.) The doctor did not explain or examine the mucus build up in my nose. 3.) He did not explain the severe sudden pain during a landing on a plane. 4.) He said that the improvement in my hearing when eating spicy foods is related to the increased blood flow to my brain, which results in higher levels of oxygen near my hearing nerve, which in turn makes me hear a bit better (but did not take into consideration that it causes my nose to fully drain). 5.) My ears feel stuffy, again, NOT a symptom of otosclerosis. 6.) Apparently, otosclerosis causes diminished hearing at lower frequnces rather than the mid and the high range?I am not denying that I have Otosclerosis, however, I am almost convinced that I also have ETD. I have been checked by 3 doctors in the past 3 years and none of them diagnosed or even considered ETD. I am getting increasingly frustrated, as I feel that I am simply being overlooked and that I am not receiving the appropriate professional care that I am paying lots of money for. I am planning another visit to a different ENT, but before I do, any help would be very appreciated, as I am very concerned about my health right now.Thank you!"
"Otitis Media","Hi everyoneLately my ears have been blocked. Like my hearing feels really reduced. The other day I went to the doctor and he checked my ears. He said they were perfect. Is there anything else that could be wrong ? He did check them twice. And I thought this would go away but it's not and I really don't like it. Any advice ? Thanks Hi everyoneLately my ears have been blocked. Like my hearing feels really reduced. The other day I went to the doctor and he checked my ears. He said they were perfect. Is there anything else that could be wrong ? He did check them twice. And I thought this would go away but it's not and I really don't like it. Any advice ? Thanks "
"Otitis Media","Hi, I'm pretty desperate for some advice!I'm a 24 year old female and have been having problems with my left ear. 10 days ago I was picking my son up from school and my ear started throbbing, it quickly got more painful and I went and had a bath to ease the pain. That night and the following day I used a hot water bottle and had a few pops and had a clear liquid come out, the next day I woke up with a fullness in my ear, the feeling you get when you have water in your ear and it's like I can hear myself speaking in my head, I've had this feeling for 8 days now. I have a slight ringing but I don't really notice it until I'm laying in bed and it's quiet. It's driving me INSANE So much so that I seem to be constantly crying and not wanting to leave the house and with a 3 month old and 6 year old to look after it isn't fun! I went to the doctors and was given a nasal spray and otomize to take, he said to take them for a week and if no improvement to come back. Today is the 5th day I've taken them and no improvement as of yet.. I have had a slightly sore throat throughout, I haven't really had any pain in the ear since the fullness started.Can anyone give any guess to what this could be? I just want to be able to hear properly again! Hi, I'm pretty desperate for some advice!I'm a 24 year old female and have been having problems with my left ear. 10 days ago I was picking my son up from school and my ear started throbbing, it quickly got more painful and I went and had a bath to ease the pain. That night and the following day I used a hot water bottle and had a few pops and had a clear liquid come out, the next day I woke up with a fullness in my ear, the feeling you get when you have water in your ear and it's like I can hear myself speaking in my head, I've had this feeling for 8 days now. I have a slight ringing but I don't really notice it until I'm laying in bed and it's quiet. It's driving me INSANE So much so that I seem to be constantly crying and not wanting to leave the house and with a 3 month old and 6 year old to look after it isn't fun! I went to the doctors and was given a nasal spray and otomize to take, he said to take them for a week and if no improvement to come back. Today is the 5th day I've taken them and no improvement as of yet.. I have had a slightly sore throat throughout, I haven't really had any pain in the ear since the fullness started.Can anyone give any guess to what this could be? I just want to be able to hear properly again! "
"Otitis Media","I have been having ear problems for around 2 weeks and i am awaiting a letter to go to the ENT.It started by having faint ringing in both of my ears a few weeks ago. Then i had a sudden episode of dull hearing that lasted a few seconds. The GP said she didn't know why i had ringing in my ears.After this, an episode happened where i had sudden hearing loss in my left ear and ringing in my right that lasted for a few seconds.Currently, I had a dullness of hearing and ringing in ears. Mostly my left.I also had a headache for the past week.Any help? I have veyr worried."
"Otitis Media","My ears block up with wax regularly and for years I have been going to the doctor every 6 months and getting one ear or the other syringed. The wax is very compacted �?it doesn’t come out easily when the doctor tries to flush it out and it is a painful business. I’m worried that one day one of my eardrums is going to get damaged.I was wondering if anyone has any experience of a way to prevent the wax build-up in my ears, so that I don’t have to go to the doctor and get syringed."
"Otitis Media","can any1 help me with this question I have To tubes fitted in both ears more than a year ago and after the initial infection days after the operation is have had had no problems....but the last few days my hearing has been distorted and popping when the popping happens the sound changed and volume goes down I have had this in the past but it was before the tubes were fitted and was due to either 1 of 2 thing fluid behind the eardrum orwax build upto my knowledge none of this should happen as there is a constant air flow through the ear but if it's wax would this happen if the tube is covered there is no pain just more annoying I have started using bicarbonate soda drops but it's not making the slightest bit difference" 
"Otitis Media","I had a sinus infection last week went to the doctors but didn't have any antibiotics prescribed. They just prescribed me a nose spray. By the end of the week my left ear started slightly ringing and hurting and also feels blocked so I went back to the doctors. My sinuses were still sensitive, I had anitibiotics (amoxicillin) prescribed. Has the problem with my ear being caused by the blocked sinuses ? I had a sinus infection last week went to the doctors but didn't have any antibiotics prescribed. They just prescribed me a nose spray. By the end of the week my left ear started slightly ringing and hurting and also feels blocked so I went back to the doctors. My sinuses were still sensitive, I had anitibiotics (amoxicillin) prescribed. Has the problem with my ear being caused by the blocked sinuses ? "
"Otitis Media","I've been having some problems with my hearing lately, and don't really know who to turn to about this. A bit of background, Im a twenty year old male student who has a history of anxiety, and everyone I talk to about this, including the GP says its down to that. The hearing problems I've had have been getting so bad that theyre all I can think and I've been really depressed as a consequence. Music is my passion ever since I was young and the thought of going deaf makes me incredibly low. I spend a lot of my time involved in music: I'm in a band, DJing and produce a lot of my own music The problems started at around Christmas time when I was producing a new song, which involved spending many hours in front of speakers tweaking and changing things repeatitively over days. I've been doing this for around a year now and never had any problems before. The volume itself was never uncomfortably loud, and I could easily talk to someone sat next to me but I'm starting to expect that the extended exposure has caused some problems. It started with tinnitus, which I had had before. From my own experience the best way to deal with it from before was to try and ignore it, so that is what I did. However the tinnitus got worse whenever I would listen to music (never through headphones) and I would get a sensation of fullness in my ears and muffled hearing accompanied with an extreme sensitivity to noise. After this had lasted for about a week and a half I decided to go the GP about it who told me it was probably viral and would go away on its ownWhilst admittedly it did get a bit better over the course of about 3 months, mainly from taking it incredibly easy in terms of noise exposure (earplugs whenever i felt they were necessary) whenever I would start to make music again the fullness, tinnitus and pain would come back. I've also noticed that whenver background noise is high I find it hard to hear detail in things (for example in the supermarket, or on a busy street Ill find the sound of cars quieter than usual or not hear my footsteps etc almost if what Im hearing is being blended) Right now it is at an all time high and I really don't know what to do about it. The tinnitus is louder and I find it very hard to tolerate noise, my ears are really full and whenever I blow into them i get a loud squeak.I had a hearing test last week at an opticians (odd i know) but was told my hearing was fine and not to worry about it, but I've been reading a lot about hidden hearing loss that is extremely common in people my situation and think I may try and see an audiologisst about it. As someone who has suffered from depression in the past music was always my escape and something that managed to keep my mind occupied, the thought of having to give it up makes me incredibly low, but equally what im experiencing right now is making me very depressed. "
"Otitis Media","- about 20% hearing in my left ear- started about a month ago-had it checked( now wax blockage, was put on steroids, didn't fix a thing) - for a while, when I would tilt my head to the left, I would regain 100% of my hearing and then it would go away a little bit later and I could do this multiple times in a row- now it is staying constant- no pain, never has been- no ringing in earsAny ideas or other info needed let me know please!- about 20% hearing in my left ear- started about a month ago-had it checked( now wax blockage, was put on steroids, didn't fix a thing) - for a while, when I would tilt my head to the left, I would regain 100% of my hearing and then it would go away a little bit later and I could do this multiple times in a row- now it is staying constant- no pain, never has been- no ringing in earsAny ideas or other info needed let me know please!"
"Otitis Media","my sister feels there is something in her ear and its drives her head nuts .. she tried whit everything and anything , lot of tests but nothing found in her ear or head .. but she says but something is there and it causes pain like hell .. please give her some solutions "
"Otitis Media","Hi, my name is Sarah. I have come here really hoping to get some advice regarding medication and possible ototoxicity.Basically, each time I try a new medication my ears really suffer to the point where I cannot continue because I am scared of what I might be doing to my hearing.Since being diagnosed with MAV I have tried Propranolol, which did work (for 3 months) but then the dizziness came back and rather than go to a higher dose I asked my GP if I could try Topiramate instead. This worked well for the dizziness too but ended in disaster. I was ok on 25mg but then I went up to 50mg and within a week my ears felt strange. I shrugged this off and carried on but then my hearing began ‘zoning in and out�?(not completely), a bit like I was hearing under water. I noticed almost as soon as I took a tablet sometimes that my hearing went quieter. I carried on about 3-4 weeks on the 50mg. This culminated in a blocked ear feeling, ear pain/pressure, hyperacusis and numbness. It took three weeks after discontinuing Topiramate to get back to (almost) normal after this.I was given a hearing test about 5 weeks after this and there was no hearing loss registered. In fact the audiologist seemed to indicate that my hearing might be slightly better?I went onto Betahistine then, which caused no notable side effects but didn't really work either.I then tried Venlafaxine but had the blocked ear feeling/pressure and sensitivity virtually straightaway (and slight tinnitus as well) and had to discontinue after less than a week. I tried it again and the same thing happened. My glands came up also.I was then prescribed Zonisamide (50mg a day) and almost straightaway I felt something happen in my head, like a detached feeling and my ears went strange again. By the 5th day my glands were swollen in my neck, the back of my head hurt and my ears feel very painful and like there was pressure round them! I stopped, then tried a lower dose (25mg) but my ears still felt ‘blocked�?and there was pressure and pain.I was then prescribed Amitriptyline. This time my glands didn’t come up but after 3 days on 5mg, and then 3 days on only 1mg, my ears are feeling so block/pressured and there was some pain again that I don’t think I can go on with this.This is really getting me down as I need something to control the dizziness and each time I try something new, the same thing happens.Does it sound like I suffered ototoxicity with the Topiramate and now whatever damage was done is being exacerbated each time I take a migraine preventative medication?Does anyone have any advice for me? I can’t get a satisfactory explanation for why this happens from anyone. Thanks if you can help."
"Otitis Media","Hey guys, first time here, so anyway I had some small inner ear pain for almost 2 weeks, I just got my antibiotics from my doctor and i didn't get my referral to see the ENT yet, No drainage from the ear, jus pain along with migrains and neck pain a lil (not too serious tho) I can breath fine and everything, it's jus a sharp pain really, that's it, I hear a small ringing to but I can hear perfect, Before I hit the ENT what do you guys think it is??"
"Otitis Media","After finding myself irritated by people never quite speaking loudly enough I've finally been to see a consultant and have been diagnosed with Otosclerosis in both ears and am due to see a surgeon specialising in the operation tomorrow morning (22/6/7).As I'm only in my 30's I'm rather horrified at the thought of having to wear hearing aids, however worse still am concerned that if I become pregnant my hearing could be worse still.Currently my hearing loss makes it difficult for me to hear people on the phone and in busy environments (which makes my job a bit difficult) - so I'd like to consider surgery before things get too bad - has anyone got any success stories?"
"Otitis Media","I had my ear syringed last friday and i thought it was the build up of wax which was causing a pressure feeling in front of my ear. Like where the Jaw Joint is. But it's still there. When I yawn, i get a bit of pain there and i don't always feel the eustachian tube open on that side. I just want a bit of relief from it. Does anyone know what this could be? I don't want to waste the doctors time if it's not caused by my ear. Many thanksI had my ear syringed last friday and i thought it was the build up of wax which was causing a pressure feeling in front of my ear. Like where the Jaw Joint is. But it's still there. When I yawn, i get a bit of pain there and i don't always feel the eustachian tube open on that side. I just want a bit of relief from it. Does anyone know what this could be? I don't want to waste the doctors time if it's not caused by my ear. Many thanks"
"Otitis Media","I have had problems with my ears for 2 years now. My problems began with the insides of my ears being very itchy. I went to my doctors and was told that it was a wax problem. I had them syringed, but the problem did not go away. My doctor then gave me some ear spray (optomize) which worked great when I was using it, but the problem came back when the spray ran out. Eventually the itchiness seemed to go away (although I still get a bit of itchiness now any again). That problem was soon replaced with a new problem�?whenever I lie on my left side to go to sleep and lift my head up off the pillow, my ear will pop. This is a very loud pop and will wake me up if I am asleep. It feels like it is to do with the pressure build up inside my ear. I also get a lot of crackling whenever I swallow or yawn.6 months ago I went to see an ENT specialist. She told me that it was an ear wax problem and vacuumed the ears out and gave me some antibiotic drops. This did not help at all. I went to see another ENT specialist today. He looked in my ears and told me that it wasn’t a wax problem. He sent me for a hearing test and a pressure/ fluid test and said that the results were normal. So the only help he gave me was to ignore the popping!!! Not very helpful when I can’t sleep on my left side. The popping is so severe than I am worried that I will damage my ears. Has anyone had similar problems?Thanks"
"Otitis Media","I remember many many years ago that after going to a very loud pop concert I would get a ringing sensation in my ears, annoying but it would go after a few hours, well at 66 it seems to have come back (without a vist to a band performance), very slight ringing sensation but there all of the time. it is exacerbated by having the radio or tv on the noise in my ear seems to react to the tone of the sound and almost 'buzzes' sometimes.Anyone any experience of this please ?"
"Otitis Media","Hello, I had a vestibular problem since 09/2016. I do not have dizziness anymore and I dont have vertigo for over 4 months. All I have left is, fatigue and pressure in my right ear... But this pressure makes me go insane, it stays 24h, its not pain, its a discomfort, sometimes more intense than other days... It stays 24h, even when I sleep, doctors don't know what I have... My hearing is fine, I have small episodes of tinnitus (2 times per month) and they only last 10 seconds. The only symptom that really bothers me is this ear pressure, its so strong sometimes, its like my right ear is weak? My eardrum is fine. "
"Otitis Media","Doctor at ER told me I had fluid behind my ears which was viral , not bacterial. Therefore no antibiotic prescribed but rather a steroid nasal spray. She said it would take about 2 weeks to resolve. It's been a week thus far but feels no better , actually feels worse. Very sharp pains in the one ear which I didn't have when I first went to ER. Has anyone experienced this and how long did it take before your ears felt back to normal? The sharp pains kind of terrify me.Doctor at ER told me I had fluid behind my ears which was viral , not bacterial. Therefore no antibiotic prescribed but rather a steroid nasal spray. She said it would take about 2 weeks to resolve. It's been a week thus far but feels no better , actually feels worse. Very sharp pains in the one ear which I didn't have when I first went to ER. Has anyone experienced this and how long did it take before your ears felt back to normal? The sharp pains kind of terrify me."
"Otitis Media","Ive had this ear discomfort for at least 5 years in my left ear. It feels like something is there right ehere the inner ear and nose meet. Nasal sprays and ear drops give temporary relief but nothing permanent. ENT doctor says everything is fine, even stuck the camera up into my sinuses and found nothing but I know somethings up. Any ideas? Thank you"
"Otitis Media","Hi,2 weeks ago I stupidly syringed my ear at home myself (with one of those Otex bulb syringes from the chemist) thinking I had a slight earwax blockage. I didn't use earwax first, and everything seemed fine until I noticed this awful broken whistling sound in my left ear that night. One week on andI have bad ringing (feels like it's in both ears but it's hard to say) and a broken whistling in my left ear. IMy left ear also felt full and crackly (as if it was a wax blackage) but as I was scared about the noises I went to the doctor. He said that my right ear was fine but my left ear had a red patch on it (about a quarter of it was red) and was sitting at an angle or something and he gave me a course of antibiotics. Well, now one week later I have finished the course of antibiotics and still have these awful noises in my ear! Plus I can sort of feel a tickling as if fluid is moving about? Can anyone help me understand what's going on? Thanks so much"
"Otitis Media","Background info: on holiday in Vietnam, I had my ears cleaned by a barber but I did it for the experience; it was not necessary since my ears were clean. He did a bad job and hurt my ear canal, no damage to eardrum. After the clean, my ear canals were hurting, like they've been scraped. I just left my ears like that and see if it heals on itself. I also showered and swam without earplugs in Vietnam's waters. A month later, I come back to Australia. Ear canal pain subsided unless touched it with a Q-tip which is how I clean my ears. I continue to shower without earplugs like I've always in my life. There is minimal wax built up. Side note: since I shower without earplugs, my ear gets wet so the wax is really soft. I clean with a Q-tip all my life. I have never had a problem with hard wax or any ear-related.Now, I go to another GP to fix my hurting ear canal. He prescribes me with Otodex eardrops and I followed the recommended dosage for around 3 days. Everyday, showering without earplugs and Q-tipping to clean and monitor pain of ear canal. It got better so I stopped using it as that is what the doctor said to do. A few weeks pass by and I notice that hard wax has been building up in my ear canal. Sometimes they fall out themselves and sometimes I Q-tip it out. So I go see another GP and he says he sees a lot of white and concludes that it's the Q-tip cotton. He suggests that I wear earplugs (and I do now) and gives me eardrops to aid removal but instead, it floods my ear with more wax. Once my ear gets full, I ask my father to get it out for me using tweezers etc. He was very careful and got out the whole thing, in one go. It was like CARPET on my ear canals. I examined it closely and concluded that it was dead skin with wax inside. The dead skin must be my ear canal trying to heal itself but the wax is interferring with the process?Finally, I go back to my original GP (last week), he prescribes me with Otodex and I've been using it for the past 5 days consistenly. He says I have inflammed ear canals. I've removed a bunch of wax/dead skin with some tools carefully and it seems good now. My question is, can this be solved any better? Any tips or prevention methods? How can I restore my ear back to it's original state where I can finally shower without ear plugs and Q-tip right after. "
"Otitis Media","Hi everyone,I'm writing from the U.S. I've been having a myriad of problems for the last couple of months, and the process of figuring things out is LONG. I wanted to see if anyone else is experiencing this... Occasionally, my right ear will go suddenly muffled and start a high pitched ringing. It comes on with no warning, and it only lasts for less than 30 seconds. Afterwards, my hearing goes back to normal and the ringing stops. I also get ringing in my left ear sometimes, but no muffled sensation. This has been happening to me randomly for 1-2 years now, but I've never given it much thought until I began feeling dizzy and as if I'm floating for the last 5 weeks. I'm part of a Ménière's disease forum, but the prognosis is incredibly bleak for it, so I wanted to join a different discussion and get different opinions. I've seen my GP several times and I have an ENT appointment in a couple weeks. I'm desperate for it to not be Ménière's but I'm losing hope. The dizziness is what is really getting me down and depressed. I feel like I can't leave the house for fear of something terrible happening.Hi everyone,I'm writing from the U.S. I've been having a myriad of problems for the last couple of months, and the process of figuring things out is LONG. I wanted to see if anyone else is experiencing this... Occasionally, my right ear will go suddenly muffled and start a high pitched ringing. It comes on with no warning, and it only lasts for less than 30 seconds. Afterwards, my hearing goes back to normal and the ringing stops. I also get ringing in my left ear sometimes, but no muffled sensation. This has been happening to me randomly for 1-2 years now, but I've never given it much thought until I began feeling dizzy and as if I'm floating for the last 5 weeks. I'm part of a Ménière's disease forum, but the prognosis is incredibly bleak for it, so I wanted to join a different discussion and get different opinions. I've seen my GP several times and I have an ENT appointment in a couple weeks. I'm desperate for it to not be Ménière's but I'm losing hope. The dizziness is what is really getting me down and depressed. I feel like I can't leave the house for fear of something terrible happening."
"Otitis Media","Female  27Hearing disorder symptoms: head voices all day, fragmental/contradictory stories mingled with my mind, sometimes accompanied by body stiffness/pain/sour teeth/blurred visions, treated at Ann Arbor, MI and Pocatello/Blackfoot ID at Nanjing. Before that: feelings of increased self-awareness/depressionThe condition just got worse last November. Question: what should I do to help?"
"Otitis Media","I have had Menier's for several years and up till the last couple of years, I have had it under control without any 5 hour spells, which really puts me down.  About 2 months ago (it actually started in March of 2016, and then in November I started getting very LOUD roarding/freight train noises in my ears.  Sometimes one ear, and then ther other ear, and then both ears.  It starts going down hill about 1:00pm until I go to bed at nighttime.  I have been to different specialist in this field ENT, and also had an MRI, but nothing showed there.  My last specialist decided to try the steroid shot in my left ear which was last night.  If anything, it seems like the noise got louder.  If you have had any steroid shot in your ear, did it work???I have had Menier's for several years and up till the last couple of years, I have had it under control without any 5 hour spells, which really puts me down.  About 2 months ago (it actually started in March of 2016, and then in November I started getting very LOUD roarding/freight train noises in my ears.  Sometimes one ear, and then ther other ear, and then both ears.  It starts going down hill about 1:00pm until I go to bed at nighttime.  I have been to different specialist in this field ENT, and also had an MRI, but nothing showed there.  My last specialist decided to try the steroid shot in my left ear which was last night.  If anything, it seems like the noise got louder.  If you have had any steroid shot in your ear, did it work???"
"Otitis Media","4 days after having my ears suctioned I am still feeling dizzy. Is this a normal reaction? A lot of wax came out of my ears and I was almost completely deaf in one ear before the procedure thanks"
"Otitis Media","hi im wanti g to hear from people who have had or got thses types of tumors. im not sure yet which type i have only found out in december, just got told by ent by looking in my ear that its a vasculare mass behind my eardrum. walked in thinking i needed gromets to walking out stressed and cryi g for months thinking iv got months to live. and tahst beacuse iv googled and thats beacuse the ent didnt tell me anything other than i needed surgery and rushed me out after seeing me for about teo mins i have my next apointment on friday which is over 8 weeks since i last saw the ent which i find personaly discusting if i have a tumor. i got a ct scan apointment in january but chickened out of it as im scared of radiation and opted for mri instead but got a letter sayi g it did t show anytning so im orob going to get told off and told i need a ct scan. im scared but after goigling these masses i now know i have to have it done so tney know how big bad and what its stuck to and what vains and what ever. im such a idiot and wish id not been so scared of ct scan but im just so scared of hospitals and scans.just wish the dr had sat down and explained things better to me instead she was stood up looked in my ear and walked away sayi g make another apoinment i fohnd that very iignorent.so as expected iv stressed all xmas and im fedup.just want no tumor and want it out. i. also scared of operations but i no i need to have one. pleade i hope someone else has had this type of tu or and can help me with there experiences."
"Otitis Media","Hello all, I have been experiencing a thumping noice in my left ear for the last couple of days which seems to be in rythm to my footsteps/running and happens occasionally I also have started experinceing wooshing sounds in my left ear when I am in bed which sometimes disturbes my sleep. I do experience mild tinitus. Does anyone know what this could be and if so how long this could last.  Thanks"
"Otitis Media","Hi,9 days ago I got a nasty middle ear infection with fluid in the ear (otitis media with effusion). This caused both my eustacian tubes to become blocked. I couldn't hear anything and had congested ears. The doctors prescribed antibiotics and a steroid nasal spray. The congestion and the infection is slowly going away but for the past 2 days I am experiencing constant autophony in my left ear. I can hear my own breathing and my voice quite loud. Has anybody else had this during recovery from otitis media? I can't accept that it's pastulous eustacian tubes, that would absolutely ruin me. I'm hoping it's just a temporary thing whilst my eustacian tubes are declogging. Any help would be greatly appreciated because I am slowly losing hope.Thanks.Hira "
"Otitis Media","In desperate need of help!I have suffered from ear ache since the age of 4 , throughout my teenage years I still suffered about 4 a year but after my son was born the last four years I have been getting ear infections every 2 months , ear drops do not help clear them up and make them worse. I have been backwards and forth to ent departments and seen numerous people. The doctors just send me to a&e now because they have no idea why I keep getting them.I was was eventually told I have to live with it. I have to go to the ent every two months , my ear infection get so bad my hearing goes. I keep my ears very dry and do now swim.please can someone help or give me advice on what the cause could be"
"Otitis Media","I'm 27. In good health besides being hypothyroid. 4 days ago out of literally nowhere I begun experiencing bad vertgio Spells with all day long lightheadedness and nausea with it. First day It happened was extreme. The second third and forth day are not as Extreme but the symptoms are off and on, the morning and the nightAre the worst! Laying down aggravates the lightheadeness and when iI wake up it takes over an hour sometimes two to feel ok. During theDay so far I can drive and walk. No other syptoms besides dizzy and Nausea. When to a clinic all tests came back normal but both earsAre clogged. I'm not sure to what severity. If had excess wax before Don't recall all this happening. I have no ear ache or pain.I'm 27. In good health besides being hypothyroid. 4 days ago out of literally nowhere I begun experiencing bad vertgio Spells with all day long lightheadedness and nausea with it. First day It happened was extreme. The second third and forth day are not as Extreme but the symptoms are off and on, the morning and the nightAre the worst! Laying down aggravates the lightheadeness and when iI wake up it takes over an hour sometimes two to feel ok. During theDay so far I can drive and walk. No other syptoms besides dizzy and Nausea. When to a clinic all tests came back normal but both earsAre clogged. I'm not sure to what severity. If had excess wax before Don't recall all this happening. I have no ear ache or pain."
"Otitis Media","I have been hearing my pulse in my left ear for a few months now but i feel it has worsened over the last few weeks. It has become louder at times and the sound is there all day. If I apply pressure on my neck under the ear the sound will temporarily stop. More recently I can feel fullness feeling behind my left eye and can see/feel my pulse with that eye too if that makes any sense. Also I'm beginning to hear it on my right ear this week but occasionally and only faintly. "
"Otitis Media","hi everyonei was wondering if anyone has any info about having Acoustic Neuroma?  I am waiting for an emergency appt with ENT Department as my GP believes I have this condition. Has anyone had treatment? I know there is surgery to remove the tumour but also as an alternative there is the possibility of having radio therapy. Any info would be most welcome"
"Otitis Media","I had a cold for 2 weeks, just when it was almost gone, it turned into an ear infection in my right ear. (I haven't been to a doctor, but I know it was an ear infection with stabbing pain, muffled hearing etc..). Now,a week later, the pain in my ear is gone since a few days but what has remained is that I can hear my own heart/ pulse in the ear that had an ear infection. It is continously, sometimes even wakes me up at night, makes it impossible to focus/sleep/study and I can't take it much longer. I have no pain, just that noise still slightly muffled hearing.What could this pulsating noise after an ear infection be? Could it just be ear wax or fluid that's still in the way (although I have no pain anymore)? Did anyone have this before / how could I get rid of it?(I CAN'T go to an ENT doctor here, I'm in Canada for one semester and you can't just go to an ENT here. Also they will send me away anyway, if i have a pulse sound but no pain etc... I'm just asking for advice here because I can't take it anymore)Thank you, sorry for my English "
"Otitis Media","I was on my computer on a group voice chat and my headphones where very loud but for some reason wasn't affecting me at the time and now my left ear is always ringing, it hurts to touch the inner part, I can bearly hear out of it, it feels full and heavy, when I try and pop my ears that ear sounds very swishy and watery and stings my inner ear and when I flex my jaw it hurts my inner ear, I'm very worried as I'm only 15 and pretty confused please help I was on my computer on a group voice chat and my headphones where very loud but for some reason wasn't affecting me at the time and now my left ear is always ringing, it hurts to touch the inner part, I can bearly hear out of it, it feels full and heavy, when I try and pop my ears that ear sounds very swishy and watery and stings my inner ear and when I flex my jaw it hurts my inner ear, I'm very worried as I'm only 15 and pretty confused please help "
